instance_id,algorithm,seed,reported_cost,eval_distance,eval_num_routes,eval_penalty,eval_penalized_cost,reported_minus_eval,feasible_capacity,feasible_coverage,feasible_fleet,lower_bound_vehicles,vehicles_allowed,runtime_seconds,converged_iteration
instance_n20,QPSO (baseline),9,66718.4189453125,66718.4189453125,5,0.0,66718.4189453125,0.0,True,True,True,4,5,0.11504793167114258,99
instance_n20,QPSO (baseline),10,69474.6240234375,69474.6240234375,5,0.0,69474.6240234375,0.0,True,True,True,4,5,0.11512327194213867,98
instance_n20,Genetic Algorithm,1,70349.203125,70349.203125,5,0.0,70349.203125,0.0,True,True,True,4,5,0.0812835693359375,99
instance_n20,Genetic Algorithm,2,71446.06787109375,71446.06787109375,5,0.0,71446.06787109375,0.0,True,True,True,4,5,0.0840461254119873,99
instance_n20,Genetic Algorithm,3,67357.3408203125,67357.3408203125,5,0.0,67357.3408203125,0.0,True,True,True,4,5,0.07990217208862305,99
instance_n20,Genetic Algorithm,4,69827.00244140625,69827.00244140625,5,0.0,69827.00244140625,0.0,True,True,True,4,5,0.08121180534362793,99
instance_n20,Genetic Algorithm,5,68558.1357421875,68558.1357421875,5,0.0,68558.1357421875,0.0,True,True,True,4,5,0.07919788360595703,99
instance_n20,Genetic Algorithm,6,67855.16796875,67855.16796875,5,0.0,67855.16796875,0.0,True,True,True,4,5,0.07900500297546387,99
instance_n20,Genetic Algorithm,7,70509.107421875,70509.107421875,5,0.0,70509.107421875,0.0,True,True,True,4,5,0.09503698348999023,99
instance_n20,Genetic Algorithm,8,67087.9130859375,67087.9130859375,5,0.0,67087.9130859375,0.0,True,True,True,4,5,0.08171534538269043,99
instance_n20,Genetic Algorithm,9,67171.8388671875,67171.8388671875,5,0.0,67171.8388671875,0.0,True,True,True,4,5,0.10792279243469238,99
instance_n20,Genetic Algorithm,10,74446.01171875,74446.01171875,5,0.0,74446.01171875,0.0,True,True,True,4,5,0.12329435348510742,99
instance_n20,Ant Colony (MMAS),1,58381.8544921875,58381.8544921875,4,0.0,58381.8544921875,0.0,True,True,True,4,5,0.7435667514801025,66
instance_n20,Ant Colony (MMAS),2,58381.8544921875,58381.8544921875,4,0.0,58381.8544921875,0.0,True,True,True,4,5,0.7458090782165527,88
instance_n20,Ant Colony (MMAS),3,58389.8271484375,58389.8271484375,4,0.0,58389.8271484375,0.0,True,True,True,4,5,0.688584566116333,40
instance_n20,Ant Colony (MMAS),4,58598.6767578125,58598.6767578125,4,0.0,58598.6767578125,0.0,True,True,True,4,5,0.6087956428527832,87
instance_n20,Ant Colony (MMAS),5,58389.8271484375,58389.8271484375,4,0.0,58389.8271484375,0.0,True,True,True,4,5,0.7537927627563477,50
